"","Company.Name","Address","City","State","ZIP.Code","Phone.Number.Combined","Primary.SIC.Code","Primary.SIC.Description","SIC.Code.1","SIC.Code.1.Description","Latitude","Longitude"
"583","Kangaroo Express","10081 US 70 Business Hwy W","Clayton","NC",27520,"(919) 550-1610",541103,"Convenience Stores",541103,"Convenience Stores",35.639164,-78.447389
"584","Kangaroo Express","106 E NC Highway 54","Durham","NC",27713,"(919) 544-1388",541103,"Convenience Stores",541103,"Convenience Stores",35.910218,-78.934134
"585","Kangaroo Express","2322 Highway 54","Durham","NC",27713,"(919) 544-1318",541103,"Convenience Stores",541103,"Convenience Stores",35.914547,-78.915051
"586","Kangaroo Express","2503 Apex Hwy","Durham","NC",27713,"(919) 596-7756",541103,"Convenience Stores",541103,"Convenience Stores",35.914547,-78.915051
"587","Kangaroo Express","3223 Apex Hwy","Durham","NC",27713,"(919) 544-3464",541103,"Convenience Stores",541103,"Convenience Stores",35.914547,-78.915051
"588","Kangaroo Express","3301 Guess Rd","Durham","NC",27705,"(919) 479-1641",541103,"Convenience Stores",541103,"Convenience Stores",36.038037,-78.930061
"589","Kangaroo Express","3321 Apex Hwy","Durham","NC",27713,"(919) 361-8026",541103,"Convenience Stores",541103,"Convenience Stores",35.932309,-78.887744
"590","Kangaroo Express","3406 E US 70 Hwy","Durham","NC",27703,"(919) 598-1971",541103,"Convenience Stores",541103,"Convenience Stores",35.931568,-78.809531
"591","Kangaroo Express","3705 N Duke St","Durham","NC",27704,"(919) 479-1864",541103,"Convenience Stores",541103,"Convenience Stores",36.050867,-78.906083
"592","Kangaroo Express","4604 N Roxboro St","Durham","NC",27704,"(919) 620-9880",541103,"Convenience Stores",541103,"Convenience Stores",36.059883,-78.902674
"593","Kangaroo Express","4830 Hope Valley Rd","Durham","NC",27707,"(919) 490-6276",541103,"Convenience Stores",514105,"Grocers-Wholesale",35.920247,-78.960455
"594","Kangaroo Express","4835 Hope Valley Rd","Durham","NC",27707,"(919) 493-2825",541103,"Convenience Stores",541103,"Convenience Stores",35.919337,-78.960311
"595","Kangaroo Express","7840 Leonardo Dr","Durham","NC",27713,"(919) 806-8331",541103,"Convenience Stores",541103,"Convenience Stores",35.901714,-78.957324
"596","Kangaroo Express","1720 N Main St","Fuquay Varina","NC",27526,"(919) 552-8124",541103,"Convenience Stores",541103,"Convenience Stores",35.596781,-78.758109
"597","Kangaroo Express","1900 US 70 Hwy E","Garner","NC",27529,"(919) 662-0336",541103,"Convenience Stores",541103,"Convenience Stores",35.686665,-78.54962
"598","Kangaroo Express","1204 US Highway 70 E","Hillsborough","NC",27278,"(919) 732-5536",541103,"Convenience Stores",541103,"Convenience Stores",36.081873,-79.078545
"599","Kangaroo Express","500 S Churton St","Hillsborough","NC",27278,"(919) 644-0451",541103,"Convenience Stores",541103,"Convenience Stores",36.054839,-79.104828
"600","Kangaroo Express","402 S Church St","Kenly","NC",27542,"(919) 284-3199",541103,"Convenience Stores",541103,"Convenience Stores",35.59006,-78.127809
"601","Kangaroo Express","100 Factory Shops Rd","Morrisville","NC",27560,"(919) 467-6009",541103,"Convenience Stores",541103,"Convenience Stores",35.8609,-78.817687
"602","Kangaroo Express","3610 Davis Dr","Morrisville","NC",27560,"(919) 463-7654",541103,"Convenience Stores",541103,"Convenience Stores",35.823271,-78.847882
"603","Kangaroo Express","2101 E Millbrook Rd","Raleigh","NC",27604,"(919) 790-0743",541103,"Convenience Stores",541103,"Convenience Stores",35.849237,-78.601027
"604","Kangaroo Express","2506 S Saunders St # I40","Raleigh","NC",27603,"(919) 743-0128",541103,"Convenience Stores",541103,"Convenience Stores",35.749791,-78.649454
"605","Kangaroo Express","3289 Avent Ferry Rd","Raleigh","NC",27606,"(919) 851-4889",541103,"Convenience Stores",541103,"Convenience Stores",35.767272,-78.696716
"606","Kangaroo Express","3721 Tryon Rd","Raleigh","NC",27606,"(919) 838-1456",541103,"Convenience Stores",541103,"Convenience Stores",35.747983,-78.701511
"607","Kangaroo Express","3741 Capital Blvd","Raleigh","NC",27604,"(919) 875-0098",541103,"Convenience Stores",541103,"Convenience Stores",35.831909,-78.585021
"608","Kangaroo Express","4201 Pleasant Valley Rd","Raleigh","NC",27612,"(919) 787-8248",541103,"Convenience Stores",541103,"Convenience Stores",35.859477,-78.704559
"609","Kangaroo Express","4302 Wake Forest Rd","Raleigh","NC",27609,"(919) 878-0864",541103,"Convenience Stores",541103,"Convenience Stores",35.839294,-78.611083
"610","Kangaroo Express","4330 Louisburg Rd","Raleigh","NC",27604,"(919) 872-0059",541103,"Convenience Stores",541103,"Convenience Stores",35.842394,-78.573852
"611","Kangaroo Express","6317 Creedmoor Rd","Raleigh","NC",27612,"(919) 870-1108",541103,"Convenience Stores",541103,"Convenience Stores",35.87268,-78.680175
"612","Kangaroo Express","8500 Harps Mill Rd","Raleigh","NC",27615,"(919) 872-0614",541103,"Convenience Stores",541103,"Convenience Stores",35.891296,-78.601623
"613","Kangaroo Express","1137 N Brightleaf Blvd","Smithfield","NC",27577,"(919) 934-8063",541103,"Convenience Stores",541103,"Convenience Stores",35.519023,-78.316217
"614","Kangaroo Express","919 Durham Rd","Wake Forest","NC",27587,"(919) 562-7823",541103,"Convenience Stores",541103,"Convenience Stores",35.977905,-78.541809
"615","Kangaroo/Campus Store","3289 Avent Ferry Rd","Raleigh","NC",27606,"(919) 851-4889",541104,"Food Products-Retail",541104,"Food Products-Retail",35.767272,-78.696716
"616","Ken's Quickie Mart","7615 US 70","Mebane","NC",27302,"(919) 563-5665",541105,"Grocers-Retail",541103,"Convenience Stores",36.093214,-79.251719
"617","Key Food Mart","325 W Rosemary St","Chapel Hill","NC",27516,"(919) 942-1385",541103,"Convenience Stores",541103,"Convenience Stores",35.912087,-79.060526
"618","Kim's Frozen Yogurt","1129 Weaver Dairy Rd","Chapel Hill","NC",27514,"(919) 537-8229",581203,"Ice Cream Parlors",545102,"Yogurt",35.962126,-79.054794
"619","Kims Asian Market","6014 Duraleigh Rd # A","Raleigh","NC",27612,"(919) 510-5999",541105,"Grocers-Retail",541105,"Grocers-Retail",35.860648,-78.712174
"620","King's Supermarkets","305 E Club Blvd","Durham","NC",27704,"(919) 220-2192",541105,"Grocers-Retail",541105,"Grocers-Retail",36.019876,-78.889562
"621","Knightdale BP","7601 Knightdale Blvd","Knightdale","NC",27545,"(919) 217-0479",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.799682,-78.474182
"622","Knightdale Exxon","6132 Knightdale Blvd","Knightdale","NC",27545,"(919) 266-9939",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.794872,-78.51978
"623","Krish International Inc","832 Old Apex Rd","Cary","NC",27513,"(919) 481-1140",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.784118,-78.799682
"624","Krispy Krunchy Chicken","900 N Pollock St","Selma","NC",27576,"(919) 634-9016",581208,"Restaurants",541103,"Convenience Stores",35.542907,-78.278625
"625","Kroger","940 US 64 Hwy W","Apex","NC",27523,"(919) 380-1422",541105,"Grocers-Retail",531102,"Department Stores",35.745891,-78.821872
"626","Kroger","1273 NW Maynard Rd","Cary","NC",27513,"(919) 380-9955",541105,"Grocers-Retail",531102,"Department Stores",35.785363,-78.811923
"627","Kroger","1802 N Pointe Dr","Durham","NC",27705,"(919) 477-4569",541105,"Grocers-Retail",541105,"Grocers-Retail",36.029763,-78.920608
"628","Kroger","202 W NC Highway 54 # 301","Durham","NC",27713,"(919) 361-9893",541105,"Grocers-Retail",531102,"Department Stores",35.912751,-78.936486
"629","Kroger","3420 Southwest Durham Dr","Durham","NC",27707,"(919) 403-6945",541105,"Grocers-Retail",531102,"Department Stores",35.951761,-78.988343
"630","Kroger","3420 Watkins Rd","Durham","NC",27707,"(919) 220-5761",541105,"Grocers-Retail",541105,"Grocers-Retail",35.962532,-78.942373
"631","Kroger","3457 Hillsborough Rd","Durham","NC",27705,"(919) 383-2249",541105,"Grocers-Retail",541105,"Grocers-Retail",36.023518,-78.955767
"632","Kroger","3825 S Roxboro St # 101","Durham","NC",27713,"(919) 361-0470",541105,"Grocers-Retail",541105,"Grocers-Retail",35.9488,-78.921634
"633","Kroger","1371 E Broad St","Fuquay Varina","NC",27526,"(919) 567-7426",541105,"Grocers-Retail",541105,"Grocers-Retail",35.595536,-78.775721
"634","Kroger","350 E Six Forks Rd # A","Raleigh","NC",27609,"(919) 838-2807",541105,"Grocers-Retail",531102,"Department Stores",35.819754,-78.628023
"635","Kroger","6300 Creedmoor Rd # 150","Raleigh","NC",27612,"(919) 870-2850",541105,"Grocers-Retail",531102,"Department Stores",35.871887,-78.678283
"636","Kroger","7905 Falls Of Neuse Rd","Raleigh","NC",27615,"(919) 847-5012",541105,"Grocers-Retail",531102,"Department Stores",35.893082,-78.626948
"637","Kroger","8345 Creedmoor Rd","Raleigh","NC",27613,"(919) 848-4191",541105,"Grocers-Retail",531102,"Department Stores",35.90106,-78.682234
"638","Kroger Deli","3825 S Roxboro St # 101","Durham","NC",27713,"(919) 361-0470",581209,"Delicatessens",541105,"Grocers-Retail",35.9488,-78.921634
"639","Kroger Deli","5116 N Roxboro St","Durham","NC",27704,"(919) 471-6263",581209,"Delicatessens",541105,"Grocers-Retail",36.069181,-78.906608
"640","Kroger Fuel Ctr","3825 S Roxboro St","Durham","NC",27713,"(919) 361-1086",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.9488,-78.921634
"641","Kroger Photo Ctr","8345 Creedmoor Rd","Raleigh","NC",27613,"(919) 848-2232",738401,"Photo Finishing-Retail",541105,"Grocers-Retail",35.90106,-78.682234
"642","L & D Grocery & Grill","2620 Angier Ave","Durham","NC",27703,"(919) 596-1735",581208,"Restaurants",541105,"Grocers-Retail",35.978391,-78.871127
"643","L & L Food Stores","4805 Fayetteville Rd","Raleigh","NC",27603,"(919) 779-4993",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.715604,-78.655475
"644","L A Nueva Fiesta","1219 S Brightleaf Blvd","Smithfield","NC",27577,"(919) 934-5718",541105,"Grocers-Retail",541105,"Grocers-Retail",35.493287,-78.353683
"645","L C Foods","5112 Black Diamond Ct","Raleigh","NC",27604,"(919) 510-6688",541105,"Grocers-Retail",541105,"Grocers-Retail",35.813095,-78.547807
"646","L R Frazier Store","2737 Wait Ave","Wake Forest","NC",27587,"(919) 556-5329",541105,"Grocers-Retail",541105,"Grocers-Retail",35.963292,-78.435775
"647","LA Bodega Wholesale","4200 Atlantic Ave # 151","Raleigh","NC",27604,"(919) 872-0156",541105,"Grocers-Retail",514105,"Grocers-Wholesale",35.840515,-78.599792
"648","LA Campana Market","1701 N Arendell Ave","Zebulon","NC",27597,"(919) 404-2322",541105,"Grocers-Retail",541101,"Food Markets",35.842421,-78.328921
"649","LA Central Market","2022 Guess Rd","Durham","NC",27705,"(919) 294-6100",541103,"Convenience Stores",541103,"Convenience Stores",36.023291,-78.918118
"650","LA Costena Super Market","324 W Geer St","Durham","NC",27701,"(919) 683-2795",542107,"Meat-Retail",541105,"Grocers-Retail",36.003851,-78.899598
"651","Yogen Fruz","4325 Glenwood Ave # 1043","Raleigh","NC",27612,"(919) 785-9990",545102,"Yogurt",545102,"Yogurt",35.839349,-78.678462
"652","Yogurt City","5911 Poyner Village Pkwy","Raleigh","NC",27616,"(919) 877-8998",545102,"Yogurt",545102,"Yogurt",35.864588,-78.570433
"653","Yogurt Mountain","8107 Creedmoor Rd # 110","Raleigh","NC",27613,"(919) 846-2260",581203,"Ice Cream Parlors",202498,"Ice Cream & Frozen Desserts (Mfrs)",35.897888,-78.681091
"654","Wilco Hess","11693 US 70 Business Hwy W","Clayton","NC",27520,"(919) 550-3314",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.654669,-78.475647
"655","Wilco Hess","2808 US Highway 70 E","Clayton","NC",27520,"(919) 553-3535",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.675023,-78.520162
"656","Wilco Hess","8060 US 70 Bus Hwy W","Clayton","NC",27520,"(919) 553-4637",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.614159,-78.417329
"657","Wilco Hess","1400 S Miami Blvd","Durham","NC",27703,"(919) 596-2057",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.955871,-78.841674
"658","Wilco Hess","506 Wellons St","Four Oaks","NC",27524,"(919) 963-2094",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.445914,-78.423225
"659","Wilco Hess","6127 US Highway 301 S","Four Oaks","NC",27524,"(919) 963-2094",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.446821,-78.421962
"660","Wilco Hess","4020 Jones Sausage Rd","Garner","NC",27529,"(919) 662-4020",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.725891,-78.581176
"661","Wilco Hess","4541 Jones Sausage Rd","Garner","NC",27529,"(919) 779-3409",554101,"Service Stations-Gasoline & Oil",541105,"Grocers-Retail",35.720623,-78.585958
"662","Wilco Hess","5170 NC Highway 42 W","Garner","NC",27529,"(919) 773-2501",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.609093,-78.561666
"663","Wilco Hess","5179 NC Highway 42 W","Garner","NC",27529,"(919) 661-1245",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.608262,-78.560841
"664","Wilco Hess","10920 Creedmoor Rd","Raleigh","NC",27615,"(919) 870-6057",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.941898,-78.685483
"665","Wilco Hess","1741 Trawick Rd","Raleigh","NC",27604,"(919) 231-2202",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.80133,-78.578308
"666","Wilco Hess","7413 Louisburg Rd","Raleigh","NC",27616,"(919) 872-4844",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.876098,-78.541076
"667","Wilco Hess","1016 N Brightleaf Blvd","Smithfield","NC",27577,"(919) 938-0724",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.516479,-78.321289
"668","Wilco Hess","13960 Capital Blvd","Wake Forest","NC",27587,"(919) 569-0075",554101,"Service Stations-Gasoline & Oil",541105,"Grocers-Retail",36.013007,-78.516591
"669","Wilcohess LLC","2502 Durham Chapel Hill Blvd","Durham","NC",27707,"(919) 489-3481",541103,"Convenience Stores",541103,"Convenience Stores",35.975053,-78.92571
"670","Wildor Inc","6501 Glenwood Ave","Raleigh","NC",27612,"(919) 781-8185",541103,"Convenience Stores",541103,"Convenience Stores",35.859429,-78.708055
"671","Wildor Inc","7408 Siemens Rd","Wendell","NC",27591,"(919) 365-0381",541103,"Convenience Stores",541103,"Convenience Stores",35.814158,-78.386418
"672","Willow Springs Svc Ctr","1800 NC 42 Hwy","Willow Spring","NC",27592,"(919) 552-6233",541105,"Grocers-Retail",541105,"Grocers-Retail",35.589951,-78.73199
"673","Willowdaile Shopping Ctr","3823 Guess Rd","Durham","NC",27705,"Not Available",651201,"Shopping Centers & Malls",541105,"Grocers-Retail",36.057889,-78.930553
"674","Wolf Mart","2808 Hillsborough St","Raleigh","NC",27607,"(919) 821-9344",541103,"Convenience Stores",541103,"Convenience Stores",35.789594,-78.674449
"675","X Press Mart","100 S Wall St","Benson","NC",27504,"(919) 207-0288",541103,"Convenience Stores",541103,"Convenience Stores",35.381955,-78.549338
"676","Yasmeen Group","103 W Cornwallis Rd","Durham","NC",27707,"(919) 490-0423",541105,"Grocers-Retail",541103,"Convenience Stores",35.965221,-78.920038
"677","Yellow Chair Market","200 N Greensboro St # B4","Carrboro","NC",27510,"(919) 903-8258",593218,"Flea Markets",541101,"Food Markets",35.911336,-79.070476
"678","Yo Cup Yo Way","746 E Chatham St","Cary","NC",27511,"(919) 377-0650",545102,"Yogurt",545102,"Yogurt",35.790779,-78.766916
"679","Yogen Fruz","4325 Glenwood Ave # 1043","Raleigh","NC",27612,"(919) 785-9990",545102,"Yogurt",545102,"Yogurt",35.839349,-78.678462
"680","Yogurt City","5911 Poyner Village Pkwy","Raleigh","NC",27616,"(919) 877-8998",545102,"Yogurt",545102,"Yogurt",35.864588,-78.570433
"681","Yogurt Mountain","8107 Creedmoor Rd # 110","Raleigh","NC",27613,"(919) 846-2260",581203,"Ice Cream Parlors",202498,"Ice Cream & Frozen Desserts (Mfrs)",35.897888,-78.681091
"682","Yogurt Pump","106 W Franklin St","Chapel Hill","NC",27516,"(919) 942-7867",545102,"Yogurt",514304,"Ice Cream & Frozen Desserts-Distr (Whls)",35.913153,-79.056293
"683","Yogurtland","1009 Wade Ave","Raleigh","NC",27605,"Not Available",545102,"Yogurt",545102,"Yogurt",35.797836,-78.65845
"684","Yogurtland","1028 Oberlin Rd","Raleigh","NC",27605,"(919) 747-9568",545102,"Yogurt",545102,"Yogurt",35.797616,-78.659758
"685","Yopop Frozen Yogurt","424 Village Walk Dr","Holly Springs","NC",27540,"(919) 285-3344",545102,"Yogurt",545102,"Yogurt",35.639736,-78.837191
"686","Yopop Frozen Yogurt","10251 Little Brier Creek Ln","Raleigh","NC",27617,"(919) 361-9917",545102,"Yogurt",545102,"Yogurt",35.911335,-78.78517
"687","Yopop Frozen Yogurt","7490 Creedmoor Rd","Raleigh","NC",27613,"(919) 846-1915",545102,"Yogurt",545102,"Yogurt",35.887633,-78.679543
"688","Yopop Frozen Yogurt","12536 Capital Blvd","Wake Forest","NC",27587,"(919) 556-5003",545102,"Yogurt",545102,"Yogurt",35.987929,-78.533164
"689","Yopop Of Durant Inc","9660 Falls Of Neuse Rd","Raleigh","NC",27615,"(919) 848-8600",545102,"Yogurt",545102,"Yogurt",35.905258,-78.600244
"690","Zacks Grocery Mart","1617 New Bern Ave","Raleigh","NC",27610,"(919) 821-5669",541103,"Convenience Stores",541103,"Convenience Stores",35.780273,-78.614074
"691","Zebulon BP","603 W Gannon Ave","Zebulon","NC",27597,"(919) 269-3400",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.819885,-78.328308
"692","Zebulon Quik Mart","550 W Gannon Ave","Zebulon","NC",27597,"(919) 269-4483",541103,"Convenience Stores",541103,"Convenience Stores",35.820678,-78.326904
"693","Zip Mart","1925 Chapel Hill Rd","Durham","NC",27707,"(919) 490-8497",541103,"Convenience Stores",541103,"Convenience Stores",35.987438,-78.925698
"694","Zippy Express LLC","25 Jr Rd","Selma","NC",27576,"(919) 965-0246",541103,"Convenience Stores",541103,"Convenience Stores",35.517301,-78.286493
"695","Rock Quarry BP","1969 Rock Quarry Rd","Raleigh","NC",27610,"(919) 754-9876",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.754089,-78.611999
"696","Rose Mart","1318 S Main St # 100","Wake Forest","NC",27587,"(919) 554-3501",541103,"Convenience Stores",539901,"General Merchandise-Retail",35.960876,-78.519287
"697","Rosemart","210 E Six Forks Rd","Raleigh","NC",27609,"(919) 828-0509",554101,"Service Stations-Gasoline & Oil",517206,"Oils-Fuel (Whls)",35.821457,-78.629946
"698","Rosemart Properties LLC","1318 S Main St # 100","Wake Forest","NC",27587,"(919) 554-1928",541103,"Convenience Stores",541103,"Convenience Stores",35.960876,-78.519287
"699","Roxboro Pure Mart","101 E Cornwallis Rd","Durham","NC",27707,"(919) 493-9600",541103,"Convenience Stores",541103,"Convenience Stores",35.965326,-78.918862
"700","Run In Jim's","800 Martin Luther King Jr Blvd","Chapel Hill","NC",27514,"(919) 969-6666",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.925328,-79.053539
"701","Rush Street Food Market","201 Shelden Dr","Raleigh","NC",27610,"(919) 833-3664",541105,"Grocers-Retail",541105,"Grocers-Retail",35.741112,-78.636941
"702","S Mart Foods Corp","1000 Ryan Rd","Cary","NC",27511,"(919) 469-0559",541105,"Grocers-Retail",541105,"Grocers-Retail",35.776091,-78.768465
"703","S S K Trades","7721 Lebanon Rd","Mebane","NC",27302,"(919) 304-3444",541103,"Convenience Stores",541103,"Convenience Stores",36.102049,-79.255536
"704","S V Mart LLC","2938 Capital Blvd","Raleigh","NC",27604,"(919) 790-8515",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.819702,-78.593078
"705","Saigon Supermarket","1606 N Market Dr # 105","Raleigh","NC",27609,"(919) 878-9377",541105,"Grocers-Retail",541105,"Grocers-Retail",35.841577,-78.610384
"706","Saigon Supermarket","1629 Ronald Dr","Raleigh","NC",27609,"(919) 878-9377",541105,"Grocers-Retail",541105,"Grocers-Retail",35.838607,-78.607896
"707","Sam's Club","4005 Durham Chapel Hill Blvd","Durham","NC",27707,"(919) 489-8160",531110,"Wholesale Clubs",72311,"Farm Produce",35.96739,-78.956625
"708","Sam's Club","1101 Shiloh Glenn Dr","Morrisville","NC",27560,"(919) 474-5440",531110,"Wholesale Clubs",72311,"Farm Produce",35.867384,-78.842709
"709","Sam's Club","2537 S Saunders St","Raleigh","NC",27603,"(919) 839-1700",531110,"Wholesale Clubs",72311,"Farm Produce",35.750488,-78.646606
"710","Sam's Club","3001 Calvary Dr","Raleigh","NC",27604,"(919) 874-0112",531110,"Wholesale Clubs",72311,"Farm Produce",35.846485,-78.585004
"711","Sam's Quik Shop","1605 Erwin Rd","Durham","NC",27705,"(919) 286-4110",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",36.005745,-78.92216
"712","Sampson-Bladen Oil Co","3309 Drake Cir","Raleigh","NC",27607,"(919) 785-1904",517206,"Oils-Fuel (Whls)",131101,"Oil & Gas Producers",35.81488,-78.694396
"713","Sandy Plain Mini Mart","14830 Creedmoor Rd","Wake Forest","NC",27587,"(919) 528-0292",541103,"Convenience Stores",541103,"Convenience Stores",35.974566,-78.522609
"714","Sangam Mart","10300 Chapel Hill Rd # 600","Morrisville","NC",27560,"(919) 460-4300",541105,"Grocers-Retail",541105,"Grocers-Retail",35.832643,-78.827157
"715","Sargas Inc Cross Link Mart","1109 Cross Link Rd","Raleigh","NC",27610,"(919) 857-4665",541103,"Convenience Stores",541103,"Convenience Stores",35.747222,-78.6224
"716","Save-A-Lot","1610 Martin Luther King Jr Blv","Raleigh","NC",27610,"(919) 250-0296",514105,"Grocers-Wholesale",514105,"Grocers-Wholesale",35.768936,-78.613244
"717","Save-A-Lot Food Stores","101 Reed St","Cary","NC",27511,"(919) 651-9281",541105,"Grocers-Retail",541105,"Grocers-Retail",35.790138,-78.762928
"718","Save-A-Lot Food Stores","812 Liberty St","Durham","NC",27701,"(919) 530-8596",541105,"Grocers-Retail",514105,"Grocers-Wholesale",35.992319,-78.886459
"719","Save-A-Lot Food Stores","101 Wagon Tie Ln","Garner","NC",27529,"(919) 803-5207",541105,"Grocers-Retail",541105,"Grocers-Retail",35.668403,-78.586952
"720","Savory Spice Shop","8470 Honeycutt Rd # 108","Raleigh","NC",27615,"(919) 900-8291",549902,"Spices",541105,"Grocers-Retail",35.895561,-78.622567
"721","Savvy Villages","525 Plaza Cir","Garner","NC",27529,"(919) 916-5577",593218,"Flea Markets",541101,"Food Markets",35.704768,-78.612356
"722","Scoobys East Martin Street","219 S East St # B","Raleigh","NC",27601,"(919) 833-6288",541105,"Grocers-Retail",541105,"Grocers-Retail",35.777225,-78.632123
"723","Scotchman Store","12320 NC Highway 210","Benson","NC",27504,"(919) 209-0282",541103,"Convenience Stores",541103,"Convenience Stores",35.516875,-78.56085
"724","Scotchman Store","503 W Gannon Ave","Zebulon","NC",27597,"(919) 269-0560",541103,"Convenience Stores",541103,"Convenience Stores",35.820495,-78.324096
"725","Scott's Galaxy Foods","301 E Williams St","Apex","NC",27502,"(919) 362-7949",541105,"Grocers-Retail",541103,"Convenience Stores",35.726413,-78.850836
"726","Selma Iga","212 N Pollock St","Selma","NC",27576,"(919) 965-2996",541105,"Grocers-Retail",541105,"Grocers-Retail",35.537574,-78.283013
"727","Service Mart","272 NC Highway 210","Smithfield","NC",27577,"(919) 934-4153",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.518242,-78.363801
"728","Seyoum Mini Mart","2321 NC Highway 54 W","Chapel Hill","NC",27516,"(919) 960-6058",531102,"Department Stores",531102,"Department Stores",35.926164,-79.164699
"729","Shackley Food Supplements","8606 Ryan Rd","Chapel Hill","NC",27516,"(919) 929-4534",541104,"Food Products-Retail",541104,"Food Products-Retail",35.943258,-79.1493
"730","Sheetz","4000 Lufkin Rd","Apex","NC",27539,"(919) 303-3443",541103,"Convenience Stores",541103,"Convenience Stores",35.721951,-78.820929
"731","Sheetz","13433 NC Highway 210","Benson","NC",27504,"(919) 207-1440",541103,"Convenience Stores",541103,"Convenience Stores",35.516546,-78.5789
"732","Sheetz","4010 Convenience Ln","Cary","NC",27519,"(919) 316-7779",541103,"Convenience Stores",541103,"Convenience Stores",35.847609,-78.897511
"733","Sheetz","1671 NC Highway 42 W","Clayton","NC",27520,"(919) 550-8906",541103,"Convenience Stores",541103,"Convenience Stores",35.633531,-78.495132
"734","Sheetz","3021 S Miami Blvd","Durham","NC",27703,"(919) 485-8000",541103,"Convenience Stores",541103,"Convenience Stores",35.924773,-78.84572
"735","Sheetz","3414 Hillsborough Rd","Durham","NC",27705,"(919) 973-4531",541103,"Convenience Stores",541103,"Convenience Stores",36.019556,-78.94599
"736","Sheetz","1655 N Main St","Fuquay Varina","NC",27526,"(919) 577-2215",541103,"Convenience Stores",541103,"Convenience Stores",35.596945,-78.760144
"737","Sheetz","3713 Banks Rd","Fuquay Varina","NC",27526,"(919) 577-1110",541103,"Convenience Stores",541103,"Convenience Stores",35.585971,-78.78211
"738","Sheetz","5502 Cornwallis Rd","Garner","NC",27529,"(919) 550-4112",541103,"Convenience Stores",541103,"Convenience Stores",35.617724,-78.535469
"739","Sheetz","10700 Chapel Hill Rd","Morrisville","NC",27560,"(919) 462-0073",541103,"Convenience Stores",541103,"Convenience Stores",35.846916,-78.836095
"740","Sheetz","1600 Aviation Pkwy","Morrisville","NC",27560,"(919) 840-0466",541103,"Convenience Stores",508509,"Sheet Metal Working Equip & Supls (Whls)",35.855398,-78.795502
"741","Sheetz","2408 Dixie Forest Rd","Raleigh","NC",27615,"(919) 790-7064",541103,"Convenience Stores",541103,"Convenience Stores",35.862906,-78.599158
"742","Sheetz","4660 Millbrook Green Dr","Raleigh","NC",27604,"(919) 307-8433",541103,"Convenience Stores",541103,"Convenience Stores",35.84768,-78.588134
"743","Sheetz","4801 Thornton Rd","Raleigh","NC",27616,"(919) 862-1906",541103,"Convenience Stores",541103,"Convenience Stores",35.899108,-78.557189
"744","Sheetz","5200 New Bern Ave","Raleigh","NC",27610,"(919) 231-4293",541103,"Convenience Stores",174203,"Dry Wall Contractors",35.792916,-78.548317
"745","Sheetz","600 Corporate Center Dr","Raleigh","NC",27607,"(919) 859-9592",541103,"Convenience Stores",541103,"Convenience Stores",35.789672,-78.739196
"746","Sheetz","7900 Fayetteville Rd","Raleigh","NC",27603,"(919) 773-9218",541103,"Convenience Stores",541103,"Convenience Stores",35.666636,-78.698882
"747","Sheetz","9915 Fayetteville Rd","Raleigh","NC",27603,"(919) 577-1110",541103,"Convenience Stores",541103,"Convenience Stores",35.635132,-78.71421
"748","Sheetz","1700 E Market St","Smithfield","NC",27577,"(919) 934-4477",541103,"Convenience Stores",541103,"Convenience Stores",35.504709,-78.32579
"749","Sheetz","1895 S Franklin St","Wake Forest","NC",27587,"(919) 556-6221",541103,"Convenience Stores",541103,"Convenience Stores",35.950311,-78.508535
"750","Sheetz","505 Wendell Blvd","Wendell","NC",27591,"(919) 365-9032",541103,"Convenience Stores",541103,"Convenience Stores",35.804095,-78.420763
"751","Sheetz","1406 N Arendell Ave","Zebulon","NC",27597,"(919) 404-2347",541103,"Convenience Stores",541103,"Convenience Stores",35.839632,-78.324771
